date,time,price
2024-06-13, 13:00:00 ,67707 
2024-06-13, 14:00:00 ,67556 
2024-06-13, 15:00:00 ,67339 
2024-06-13, 16:00:00 ,66411 
2024-06-13, 17:00:00 ,66906 
2024-06-13, 18:00:00 ,66858 
2024-06-13, 19:00:00 ,66804 
2024-06-13, 20:00:00 ,66556 
2024-06-13, 21:00:00 ,66620 
2024-06-13, 22:00:00 ,66906 
2024-06-13, 23:00:00 ,66839 
2024-06-14, 00:00:00 ,66709 
2024-06-14, 01:00:00 ,66658 
2024-06-14, 02:00:00 ,66736 
2024-06-14, 03:00:00 ,66882 
2024-06-14, 04:00:00 ,66668 
2024-06-14, 05:00:00 ,66660 
2024-06-14, 06:00:00 ,66996 
2024-06-14, 07:00:00 ,66888 
2024-06-14, 08:00:00 ,66847 
2024-06-14, 09:00:00 ,67069 
2024-06-14, 10:00:00 ,66844 
2024-06-14, 11:00:00 ,66788 
2024-06-14, 12:00:00 ,66966 
2024-06-14, 13:00:00 ,67006 
2024-06-14, 14:00:00 ,67004 
2024-06-14, 15:00:00 ,66914 
2024-06-14, 16:00:00 ,66324 
2024-06-14, 17:00:00 ,65180 
2024-06-14, 18:00:00 ,65322 
2024-06-14, 19:00:00 ,65430 
2024-06-14, 20:00:00 ,65444 
2024-06-14, 21:00:00 ,65706 
2024-06-14, 22:00:00 ,66101 
2024-06-14, 23:00:00 ,65917 
