date,time,price
2024-06-23, 01:00:00 ,64424 
2024-06-23, 01:05:00 ,64460 
2024-06-23, 01:10:00 ,64460 
2024-06-23, 01:15:00 ,64318 
2024-06-23, 01:20:00 ,64380 
2024-06-23, 01:25:00 ,64363 
2024-06-23, 01:30:00 ,64362 
2024-06-23, 01:35:00 ,64422 
2024-06-23, 01:40:00 ,64415 
2024-06-23, 01:45:00 ,64408 
2024-06-23, 01:50:00 ,64416 
2024-06-23, 01:55:00 ,64430 
2024-06-23, 02:00:00 ,64430 
2024-06-23, 02:05:00 ,64408 
2024-06-23, 02:10:00 ,64392 
2024-06-23, 02:15:00 ,64376 
2024-06-23, 02:20:00 ,64388 
2024-06-23, 02:25:00 ,64376 
2024-06-23, 02:30:00 ,64345 
2024-06-23, 02:35:00 ,64373 
2024-06-23, 02:40:00 ,64360 
2024-06-23, 02:45:00 ,64330 
2024-06-23, 02:50:00 ,64342 
2024-06-23, 02:55:00 ,64406 
2024-06-23, 03:00:00 ,64460 
2024-06-23, 03:05:00 ,64460 
2024-06-23, 03:10:00 ,64466 
2024-06-23, 03:15:00 ,64404 
2024-06-23, 03:20:00 ,64424 
2024-06-23, 03:25:00 ,64416 
2024-06-23, 03:30:00 ,64416 
2024-06-23, 03:35:00 ,64420 
2024-06-23, 03:40:00 ,64420 
2024-06-23, 03:45:00 ,64404 
2024-06-23, 03:50:00 ,64414 
2024-06-23, 03:55:00 ,64414 
2024-06-23, 04:00:00 ,64370 
2024-06-23, 04:05:00 ,64362 
2024-06-23, 04:10:00 ,64374 
2024-06-23, 04:15:00 ,64362 
2024-06-23, 04:20:00 ,64380 
2024-06-23, 04:25:00 ,64352 
2024-06-23, 04:30:00 ,64325 
2024-06-23, 04:35:00 ,64325 
2024-06-23, 04:40:00 ,64326 
2024-06-23, 04:45:00 ,64326 
2024-06-23, 04:50:00 ,64330 
2024-06-23, 04:55:00 ,64330 
2024-06-23, 05:00:00 ,64329 
2024-06-23, 05:05:00 ,64366 
2024-06-23, 05:10:00 ,64355 
2024-06-23, 05:15:00 ,64345 
2024-06-23, 05:20:00 ,64330 
2024-06-23, 05:25:00 ,64312 
2024-06-23, 05:30:00 ,64308 
2024-06-23, 05:35:00 ,64300 
2024-06-23, 05:40:00 ,64300 
2024-06-23, 05:45:00 ,64300 
2024-06-23, 05:50:00 ,64330 
2024-06-23, 05:55:00 ,64330 
2024-06-23, 06:00:00 ,64319 
2024-06-23, 06:05:00 ,64319 
2024-06-23, 06:10:00 ,64325 
2024-06-23, 06:15:00 ,64322 
2024-06-23, 06:20:00 ,64316 
2024-06-23, 06:25:00 ,64326 
2024-06-23, 06:30:00 ,64327 
2024-06-23, 06:35:00 ,64324 
