date,time,price
2024-06-23, 09:30:00 ,64360 
2024-06-23, 09:35:00 ,64348 
2024-06-23, 09:40:00 ,64348 
2024-06-23, 09:45:00 ,64350 
2024-06-23, 09:50:00 ,64346 
2024-06-23, 09:55:00 ,64346 
2024-06-23, 10:00:00 ,64352 
2024-06-23, 10:05:00 ,64349 
2024-06-23, 10:10:00 ,64258 
2024-06-23, 10:15:00 ,64278 
2024-06-23, 10:20:00 ,64318 
2024-06-23, 10:25:00 ,64319 
2024-06-23, 10:30:00 ,64319 
2024-06-23, 10:35:00 ,64302 
2024-06-23, 10:40:00 ,64302 
2024-06-23, 10:45:00 ,64302 
2024-06-23, 10:50:00 ,64270 
2024-06-23, 10:55:00 ,64252 
2024-06-23, 11:00:00 ,64252 
2024-06-23, 11:05:00 ,64214 
2024-06-23, 11:10:00 ,64261 
2024-06-23, 11:15:00 ,64273 
2024-06-23, 11:20:00 ,64273 
2024-06-23, 11:25:00 ,64210 
2024-06-23, 11:30:00 ,64238 
2024-06-23, 11:35:00 ,64245 
2024-06-23, 11:40:00 ,64269 
2024-06-23, 11:45:00 ,64246 
2024-06-23, 11:50:00 ,64251 
2024-06-23, 11:55:00 ,64270 
2024-06-23, 12:00:00 ,64285 
2024-06-23, 12:05:00 ,64292 
2024-06-23, 12:10:00 ,64292 
2024-06-23, 12:15:00 ,64267 
2024-06-23, 12:20:00 ,64267 
2024-06-23, 12:25:00 ,64288 
2024-06-23, 12:30:00 ,64292 
2024-06-23, 12:35:00 ,64294 
2024-06-23, 12:40:00 ,64312 
2024-06-23, 12:45:00 ,64318 
2024-06-23, 12:50:00 ,64318 
2024-06-23, 12:55:00 ,64310 
2024-06-23, 13:00:00 ,64328 
2024-06-23, 13:05:00 ,64378 
2024-06-23, 13:10:00 ,64341 
2024-06-23, 13:15:00 ,64303 
2024-06-23, 13:20:00 ,64268 
2024-06-23, 13:25:00 ,64252 
2024-06-23, 13:30:00 ,64243 
2024-06-23, 13:35:00 ,64274 
2024-06-23, 13:40:00 ,64269 
2024-06-23, 13:45:00 ,64269 
2024-06-23, 13:50:00 ,64213 
2024-06-23, 13:55:00 ,64238 
2024-06-23, 14:00:00 ,64248 
2024-06-23, 14:05:00 ,64242 
2024-06-23, 14:10:00 ,64264 
2024-06-23, 14:15:00 ,64208 
2024-06-23, 14:20:00 ,64174 
2024-06-23, 14:25:00 ,64220 
2024-06-23, 14:30:00 ,64217 
2024-06-23, 14:35:00 ,64220 
2024-06-23, 14:40:00 ,64220 
2024-06-23, 14:45:00 ,64220 
2024-06-23, 14:50:00 ,64148 
2024-06-23, 14:55:00 ,64094 
2024-06-23, 15:00:00 ,64140 
2024-06-23, 15:05:00 ,64096 
2024-06-23, 15:10:00 ,64086 
2024-06-23, 15:15:00 ,64118 
2024-06-23, 15:20:00 ,64139 
2024-06-23, 15:25:00 ,64069 
2024-06-23, 15:30:00 ,64087 
2024-06-23, 15:35:00 ,64077 
2024-06-23, 15:40:00 ,64113 
2024-06-23, 15:45:00 ,64096 
2024-06-23, 15:50:00 ,64076 
2024-06-23, 15:55:00 ,64040 
2024-06-23, 16:00:00 ,64045 
2024-06-23, 16:05:00 ,64072 
2024-06-23, 16:10:00 ,64036 
2024-06-23, 16:15:00 ,64084 
2024-06-23, 16:20:00 ,64120 
2024-06-23, 16:25:00 ,64055 
2024-06-23, 16:30:00 ,64047 
2024-06-23, 16:35:00 ,64065 
2024-06-23, 16:40:00 ,64076 
2024-06-23, 16:45:00 ,64065 
2024-06-23, 16:50:00 ,64062 
2024-06-23, 16:55:00 ,63944 
2024-06-23, 17:00:00 ,63865 
2024-06-23, 17:05:00 ,63911 
2024-06-23, 17:10:00 ,63958 
2024-06-23, 17:15:00 ,63986 
2024-06-23, 17:20:00 ,64096 
2024-06-23, 17:25:00 ,64041 
2024-06-23, 17:30:00 ,64008 
2024-06-23, 17:35:00 ,64100 
2024-06-23, 17:40:00 ,64107 
2024-06-23, 17:45:00 ,64056 
2024-06-23, 17:50:00 ,64049 
2024-06-23, 17:55:00 ,64072 
2024-06-23, 18:00:00 ,64066 
2024-06-23, 18:05:00 ,64084 
2024-06-23, 18:10:00 ,64051 
2024-06-23, 18:15:00 ,64049 
2024-06-23, 18:20:00 ,64045 
2024-06-23, 18:25:00 ,64044 
2024-06-23, 18:30:00 ,64030 
2024-06-23, 18:35:00 ,64040 
2024-06-23, 18:40:00 ,64054 
2024-06-23, 18:45:00 ,64066 
2024-06-23, 18:50:00 ,64072 
2024-06-23, 18:55:00 ,64038 
2024-06-23, 19:00:00 ,64066 
2024-06-23, 19:05:00 ,64101 
2024-06-23, 19:10:00 ,64101 
2024-06-23, 19:15:00 ,64101 
2024-06-23, 19:20:00 ,64120 
2024-06-23, 19:25:00 ,64150 
2024-06-23, 19:30:00 ,64110 
2024-06-23, 19:35:00 ,64065 
2024-06-23, 19:40:00 ,64047 
2024-06-23, 19:45:00 ,64060 
2024-06-23, 19:50:00 ,64056 
2024-06-23, 19:55:00 ,64064 
2024-06-23, 20:00:00 ,64078 
2024-06-23, 20:05:00 ,64066 
2024-06-23, 20:10:00 ,64068 
2024-06-23, 20:15:00 ,64050 
2024-06-23, 20:20:00 ,64008 
2024-06-23, 20:25:00 ,63973 
2024-06-23, 20:30:00 ,63952 
2024-06-23, 20:35:00 ,63634 
2024-06-23, 20:40:00 ,63750 
2024-06-23, 20:45:00 ,63724 
2024-06-23, 20:50:00 ,63753 
2024-06-23, 20:55:00 ,63725 
2024-06-23, 21:00:00 ,63681 
2024-06-23, 21:05:00 ,63676 
2024-06-23, 21:10:00 ,63586 
2024-06-23, 21:15:00 ,63622 
2024-06-23, 21:20:00 ,63517 
2024-06-23, 21:25:00 ,63611 
2024-06-23, 21:30:00 ,63680 
2024-06-23, 21:35:00 ,63694 
2024-06-23, 21:40:00 ,63756 
2024-06-23, 21:45:00 ,63782 
2024-06-23, 21:50:00 ,63760 
2024-06-23, 21:55:00 ,63728 
2024-06-23, 22:00:00 ,63788 
2024-06-23, 22:05:00 ,63707 
2024-06-23, 22:10:00 ,63646 
2024-06-23, 22:15:00 ,63640 
2024-06-23, 22:20:00 ,63677 
2024-06-23, 22:25:00 ,63693 
2024-06-23, 22:30:00 ,63670 
2024-06-23, 22:35:00 ,63656 
2024-06-23, 22:40:00 ,63668 
2024-06-23, 22:45:00 ,63652 
2024-06-23, 22:50:00 ,63644 
2024-06-23, 22:55:00 ,63630 
2024-06-23, 23:00:00 ,63602 
2024-06-23, 23:05:00 ,63580 
2024-06-23, 23:10:00 ,63624 
2024-06-23, 23:15:00 ,63627 
2024-06-23, 23:20:00 ,63526 
2024-06-23, 23:25:00 ,63560 
2024-06-23, 23:30:00 ,63478 
2024-06-23, 23:35:00 ,63430 
2024-06-23, 23:40:00 ,63228 
2024-06-23, 23:45:00 ,63294 
2024-06-23, 23:50:00 ,63256 
2024-06-23, 23:55:00 ,63199 
2024-06-24, 00:00:00 ,63135 
